id,company_id,esb_id,name,branch_code,is_active,location_name,stock,available_stock,normalized_name,raw_data,synced_at,updated_at
141,4,22,HUB WH KEDIRI,WHKDR,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
142,4,21,HUB WH MALANG IJEN,WHMJN,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
143,4,20,HUB WH MALANG SOEHAT,WHMST,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
144,4,6,HUB WH MANCUR,WHMCR,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
145,4,24,HUB WH MANYAR,HUB19,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
146,4,25,HUB WH MAYJEN SUNGKONO,HUB20,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
147,4,29,HUB WH MOJOKERTO,HUB24,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
148,4,26,HUB WH NEW LENGKONG,HUB21,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
149,4,30,HUB WH PEKALONGAN,HUB25,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
150,4,7,HUB WH PURWAKARTA,WHPRK,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
151,4,10,HUB WH PURWOKERTO,WHPRO,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
152,4,11,HUB WH SEMARANG PONCOL,WHPNC,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
153,4,3,HUB WH SERANG,WHSRG,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
154,4,19,HUB WH SIDOARJO,WHSDJ,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
155,4,12,HUB WH SOLO MANAHAN,WHSLO,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
156,4,8,HUB WH SUPRATMAN BANDUNG,WHSUP,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
157,4,18,HUB WH TUNJUNGAN,WHTJG,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
158,4,14,HUB WH YOGYAKARTA SETURAN,WHJGJ,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
159,4,31,VIRTUAL WH,VIRWH,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
160,4,32,WAREHOUSE MERCHANDISE,MERCH,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
161,4,1,WAREHOUSE PUSAT,HOF,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
162,6,7,COTR HUB CIPETE,COTR5,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
163,6,4,COTR HUB KWITANG,KTG,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
164,6,2,COTR HUB PALMERAH,PAL,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
165,6,6,COTR HUB PASAR MINGGU,PASMI,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
166,6,3,COTR HUB TEBET,TBT,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
167,6,5,HEAD OFFICE,HOC,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
168,6,1,STORAGE PALMERAH,HOF,true,,,,,{},2026-08-21 18:25:31.350348+00,2026-08-21 18:36:16.330407+00
517,1,123,Kopi Calf Jemursari,CCI12,true,,,,,"{""branchID"":123,""branchCode"":""CCI12"",""branchName"":""Kopi Calf Jemursari""}",2026-08-22 13:00:04.22091+00,2026-08-28 06:00:08.431092+00
571,1,122,Kopi Calf To Go Koja,CTG66,true,,,,,"{""branchID"":122,""branchCode"":""CTG66"",""branchName"":""Kopi Calf To Go Koja""}",2026-08-22 13:00:04.22091+00,2026-08-28 06:00:08.431092+00
