id,company_id,esb_id,code,name,flag_active,raw_data,synced_at,updated_at
198,4,296,Unit,PCS@710GR,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
199,4,314,Unit,PCS@850GR,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
200,4,297,Unit,PCS@950GR,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
201,4,343,Unit,POUCH@1300GR,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
202,4,298,Unit,ROLL,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
203,4,299,Unit,ROLL@1000PCS,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
204,4,336,Unit,ROLL@800PCS,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
205,4,330,Unit,SET,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
206,4,300,Unit,SISIR@15PCS,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
207,4,301,Unit,TABUNG,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
208,4,310,Unit,UNIT,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
209,2,199,Unit,ADONAN@15000GR,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
210,2,171,Unit,BATCH@3000GR,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
211,2,172,Unit,BATCH@3200GR,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
212,2,173,Unit,BOX@100PCS,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
213,2,202,Unit,BOX@50PCS,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
214,2,184,Unit,BTL@1000GR,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
215,2,185,Unit,BTL@620GR,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
216,2,174,Unit,CTN@10BOX,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
217,2,189,Unit,CTN@12PCS,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
218,2,175,Unit,CTN@24PACK,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
219,2,192,Unit,CTN@24ROLL,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
220,2,190,Unit,CTN@6PCS,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
221,2,191,Unit,CTN@6ROLL,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
222,2,176,Unit,GALON@19000GR,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
223,2,182,Unit,GALON@6000ML,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
224,2,177,Unit,GR,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
225,2,200,Unit,KANTONG@7500GR,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
226,2,178,Unit,KARUNG@25KG,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
227,2,204,Unit,KARUNG@50KG,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
228,2,196,Unit,KG,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
229,2,179,Unit,KG@1000GR,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
230,2,180,Unit,PACK,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
231,2,183,Unit,PACK@1000GR,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
232,2,201,Unit,PACK@100PCS,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
233,2,203,Unit,PACK@1KG,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
234,2,198,Unit,PACK@2000GR,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
235,2,195,Unit,PACK@23PCS,true,{},2026-08-21 18:25:34.183797+00,2026-08-21 18:36:19.486079+00
